Scheme_Name	Asset_Value
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan -Income Distribution cum Capital Withdrawal (IDCW)	18.6582
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan- Income Distribution cum Capital Withdrawal (IDCW)	19.2742
UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Growth Option	4.08
UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Monthly Payment Option	4.0131
UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Growth Option	3.8396
UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Monthly Payment Option	3.8416
UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	3.4135
UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Monthly IDCW	1.4527
UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	3.1928
UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Monthly IDCW	1.3512
UTI Conservative Hybrd Fund - Regular Plan - Monthly Payment Option	70.6221
UTI Conservative Hybrid Fund - Direct Plan - Flexi IDCW	51.1371
UTI Conservative Hybrid Fund - Direct Plan - Growth Option	76.561
UTI Conservative Hybrid Fund - Direct Plan - Monthly IDCW	19.8194
UTI Conservative Hybrid Fund - Direct Plan - Monthly Payment Option	75.3133
UTI Conservative Hybrid Fund - Regular Plan - Flexi IDCW	46.05
UTI Conservative Hybrid Fund - Regular Plan - Growth Option	70.5859
UTI Conservative Hybrid Fund - Regular Plan - Monthly IDCW	17.5401
Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option	124.8
Aditya Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option	109.54
Aditya Birla Sun Life Balanced Advantage Fund -DIRECT - IDCW	30.81
Aditya Birla Sun Life Balanced Advantage Fund -REGULAR - IDCW	27.
Axis Balanced Advantage Fund - Direct Plan - Growth	24.25
Axis Balanced Advantage Fund - Direct Plan - IDCW	15.22
Axis Balanced Advantage Fund - Regular Plan - Growth	21.68
Axis Balanced Advantage Fund - Regular Plan - IDCW	14.04
Bajaj Finserv Balanced Advantage Fund-Direct Plan-Growth	12.185
Bajaj Finserv Balanced Advantage Fund-Direct Plan-IDCW	12.185
Bajaj Finserv Balanced Advantage Fund-Regular Plan-Growth	11.828
Bajaj Finserv Balanced Advantage Fund-Regular Plan-IDCW	11.828
BANDHAN Balanced Advantage Fund Direct Plan Growth	28.909
BANDHAN Balanced Advantage Fund Direct Plan IDCW	17.325
BANDHAN Balanced Advantage Fund Regular Plan Growth	24.895
BANDHAN Balanced Advantage Fund Regular Plan IDCW	15.014
BANK OF INDIA BALANCED ADVANTAGE FUND  DIRECT PLAN IDCW	16.9037
BANK OF INDIA BALANCED ADVANTAGE FUND  REGULAR PLAN IDCW	18.0176
BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLAN  GROWTH	28.0067
BANK OF INDIA BALANCED ADVANTAGE FUND REGULAR PLAN  GROWTH	25.8247
Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-Growth Option	27.8863
Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-IDCW Option	18.5678
Baroda BNP Paribas Balanced Advantage Fund-Regular Plan -Growth Option	25.4228
Baroda BNP Paribas Balanced Advantage Fund-Regular Plan-IDCW Option	16.8823
Canara Robeco Balanced Advantage Fund - Direct Plan - Growth Option	10.7600
Canara Robeco Balanced Advantage Fund - Direct Plan - IDCW Option	10.6500
Canara Robeco Balanced Advantage Fund - Regular Plan - Growth Option	10.5600
Canara Robeco Balanced Advantage Fund - Regular Plan - IDCW Option	10.4500
DSP Dynamic Asset Allocation Fund - Direct Plan - Growth	32.788
DSP Dynamic Asset Allocation Fund - Direct Plan - IDCW - Monthly	17.255
DSP Dynamic Asset Allocation Fund - Regular Plan - Growth	28.495
DSP Dynamic Asset Allocation Fund - Regular Plan - IDCW - Monthly	14.569
Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option	27.44
Edelweiss Balanced Advantage Fund - Direct Plan - Quarterly - IDCW Option	29.55
Edelweiss Balanced Advantage Fund - Regular Plan - Growth Option	52.62
Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option	22.08
Edelweiss Balanced Advantage Fund - Regular Plan - Quarterly - IDCW Option	21.8
Edelweiss Balanced Advantage Fund -Direct Plan-Growth Option	60.07
Franklin India Balanced Advantage Fund- Growth	14.6964
Franklin India Balanced Advantage Fund- Growth- Direct	15.4951
Franklin India Balanced Advantage Fund- IDCW	13.6683
Franklin India Balanced Advantage Fund- IDCW- Direct	13.8324
HDFC Balanced Advantage Fund - Growth Plan	536.531
HDFC Balanced Advantage Fund - Growth Plan - Direct Plan	581.065
HDFC Balanced Advantage Fund - IDCW Plan	39.525
HDFC Balanced Advantage Fund - IDCW Plan - Direct Plan	46.408
Helios Balanced Advantage Fund- Direct Plan- Growth Option	12.02
Helios Balanced Advantage Fund- Direct Plan-IDCW Option	12.02
Helios Balanced Advantage Fund- Regular Plan- Growth Option	11.71
Helios Balanced Advantage Fund- Regular Plan-IDCW Option	11.71
HSBC Balanced Advantage Fund - Direct Growth	51.3333
HSBC Balanced Advantage Fund - Direct IDCW	23.1794
HSBC Balanced Advantage Fund - Regular Growth	44.1141
HSBC Balanced Advantage Fund - Regular IDCW	19.4501
ICICI Prudential Balanced Advantage Fund - Direct Plan -  Growth	86.35
ICICI Prudential Balanced Advantage Fund - Direct Plan -  IDCW	29.31
ICICI Prudential Balanced Advantage Fund - Direct Plan - Monthly IDCW	27.45
ICICI Prudential Balanced Advantage Fund - Direct Plan - Quarterly IDCW	18.08
ICICI Prudential Balanced Advantage Fund - Growth	77.25
ICICI Prudential Balanced Advantage Fund - IDCW	18.03
ICICI Prudential Balanced Advantage Fund - Monthly IDCW	22.92
ICICI Prudential Balanced Advantage Fund - Quarterly IDCW	16.38
Invesco India Balanced Advantage Fund - Direct Plan - Growth	65.66
Invesco India Balanced Advantage Fund - Direct Plan - IDCW (Payout / Reinvestment)	24.07
Invesco India Balanced Advantage Fund - Growth	55.14
Invesco India Balanced Advantage Fund - IDCW (Payout / Reinvestment)	19.51
ITI Balanced Advantage Fund - Direct Plan - Growth Option	16.6878
ITI Balanced Advantage Fund - Direct Plan - IDCW Option	14.5584
ITI Balanced Advantage Fund - Regular Plan - Growth Option	14.8672
ITI Balanced Advantage Fund - Regular Plan - IDCW Option	12.7787
Kotak Balanced Advantage Fund  - Direct Plan -Growth Option	22.929
Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option	21.056
Kotak Balanced Advantage Fund -Direct Plan  -Payout of Income Distribution cum capital withdrawal option	22.93
Kotak Balanced Advantage Fund -Regular Plan - Growth Option	21.056
LIC MF Balanced Advantage Fund-Direct Plan-Growth	14.8073
LIC MF Balanced Advantage Fund-Direct Plan-IDCW	13.2477
LIC MF Balanced Advantage Fund-Regular Plan-Growth	13.8435
LIC MF Balanced Advantage Fund-Regular Plan-IDCW	12.5475
Mahindra Manulife Balanced Advantage Fund - Direct Plan - Growth	15.8206
Mahindra Manulife Balanced Advantage Fund - Direct Plan - IDCW	13.4896
Mahindra Manulife Balanced Advantage Fund - Regular Plan - Growth	14.7663
Mahindra Manulife Balanced Advantage Fund - Regular Plan - IDCW	12.4813
Mirae Asset Balanced Advantage Fund Direct Plan- Growth	15.183
Mirae Asset Balanced Advantage Fund Direct Plan- IDCW	15.173
Mirae Asset Balanced Advantage Fund Regular Plan IDCW	14.496
Mirae Asset Balanced Advantage Fund Regular Plan- Growth	14.500
Motilal Oswal Balanced Advantage Fund  (MOFDYNAMIC) - Direct Plan - Growth Option	22.7490
Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option	14.6058
Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Growth Option	20.3701
Motilal Oswal Balanced Advantage Fund Direct - Annual IDCW Payout/Reinvestment	15.4815
Motilal Oswal Balanced Advantage Fund Direct - Quarterly IDCW Payout/Reinvestment	13.3086
Motilal Oswal Balanced Advantage Fund Regular - Quarterly IDCW Payout/Reinvestment	12.3898
NJ Balanced Advantage Fund - Direct Plan - Growth Option	14.42
NJ Balanced Advantage Fund - Direct Plan - IDCW Payout Option	14.42
NJ Balanced Advantage Fund - Regular Plan - Growth Option	13.68
NJ Balanced Advantage Fund - Regular Plan - IDCW Payout Option	13.68
PGIM India Balanced Advantage Fund -  Direct Plan - Growth Option	17.08
PGIM India Balanced Advantage Fund - Direct Plan - Dividend Option	12.31
PGIM India Balanced Advantage Fund - Regular Plan - Dividend Option	11.9
PGIM India Balanced Advantage Fund - Regular Plan - Growth Option	15.71
Parag Parikh Dynamic Asset Allocation Fund - Direct Plan - Monthly IDCW Reinvestment	10.5425
Parag Parikh Dynamic Asset Allocation Fund - Direct Plan Growth	11.5160
Parag Parikh Dynamic Asset Allocation Fund - Regular Plan - Monthly IDCW Reinvestment	10.3415
Parag Parikh Dynamic Asset Allocation Fund - Regular Plan Growth	11.4557
quant Dynamic Asset Allocation Fund - Growth Option - Direct Plan	17.386
quant Dynamic Asset Allocation Fund - Growth Option - Regular Plan	16.7087
quant Dynamic Asset Allocation Fund - IDCW Option - Direct Plan	17.3806
quant Dynamic Asset Allocation Fund - IDCW Option - Regular Plan	16.7102
Samco Dynamic Asset Allocation Fund - Direct Plan - Growth Option	10.86
Samco Dynamic Asset Allocation Fund - Direct Plan - IDCW Option	10.86
Samco Dynamic Asset Allocation Fund - Regular Plan - Growth Option	10.53
Samco Dynamic Asset Allocation Fund - Regular Plan - IDCW Option	10.53
SBI Balanced Advantage Fund - Direct Plan - Growth	16.6512
SBI Balanced Advantage Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	16.6516
SBI Balanced Advantage Fund - Regular Plan - Growth	15.9815
SBI Balanced Advantage Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	15.9817
Shriram Balanced Advantage Fund - Direct Growth	19.4836
Shriram Balanced Advantage Fund - Direct- IDCW	19.3362
Shriram Balanced Advantage Fund - Regular Growth	17.2991
Shriram Balanced Advantage Fund - Regular-IDCW	17.3218
Sundaram Balanced Advantage Fund ( Formerly Known as Principal Balanced Advantage Fund) - Direct Plan - Growth Option	42.7601
Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option	19.2059
Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Growth Option	36.2691
Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Monthly Income Distribution CUM Capital Withdrawal Option	15.6290
TATA Balanced Advantage Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option	23.3563
TATA Balanced Advantage Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option	23.3563
TATA Balanced Advantage Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option	20.9967
TATA Balanced Advantage Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option	20.9967
Tata Balanced Advantage Fund-Direct Plan-Growth	23.3563
Tata Balanced Advantage Fund-Regular Plan-Growth	20.9967
Unifi Dynamic Asset Allocation Fund - Direct Growth	10.5634
Unifi Dynamic Asset Allocation Fund - Regular Growth	10.5202
Union Balanced Advantage Fund - Direct Plan - Growth Option	22.50
Union Balanced Advantage Fund - Direct Plan - IDCW Option	22.15
Union Balanced Advantage Fund - Regular Plan - Growth Option	20.79
Union Balanced Advantage Fund - Regular Plan - IDCW Option	20.44
UTI - Unit Linked Insurance Plan	42.6785
UTI - Unit Linked Insurance Plan- Direct	46.2662
UTI Balanced Advantage Fund - Direct Plan - Growth Option	13.472
UTI Balanced Advantage Fund - Direct Plan - Payout of IDCW Option	13.4719
UTI Balanced Advantage Fund - Regular Plan - Growth Option	13.0509
UTI Balanced Advantage Fund - Regular Plan - Payout of IDCW Option	13.0509
WhiteOak Capital Balanced Advantage Fund Direct Plan Growth	15.465
WhiteOak Capital Balanced Advantage Fund Regular Plan Growth	14.792
Aditya Birla Sun Life Equity Savings Fund - Direct - IDCW	15.9
Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth	25.24
Aditya Birla Sun Life Equity Savings Fund - Regular - IDCW	13.49
Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth	22.75
Axis Equity Savings Fund - Direct Plan - Growth	25.89
Axis Equity Savings Fund - Direct Plan - Monthly IDCW	13.96
Axis Equity Savings Fund - Direct Plan - Quarterly IDCW	14.34
Axis Equity Savings Fund - Direct Plan - Regular IDCW	13.98
Axis Equity Savings Fund - Regular Plan - Growth	22.78
Axis Equity Savings Fund - Regular Plan - Monthly IDCW	11.79
Axis Equity Savings Fund - Regular Plan - Quarterly IDCW	12.31
Axis Equity Savings Fund - Regular Plan - Regular IDCW	13.11
BAJAJ FINSERV EQUITY SAVINGS FUND -  DIRECT - IDCW	10.147
BAJAJ FINSERV EQUITY SAVINGS FUND - DIRECT - GROWTH	10.147
BAJAJ FINSERV EQUITY SAVINGS FUND - REGULAR - GROWTH	10.121
BAJAJ FINSERV EQUITY SAVINGS FUND - REGULAR - IDCW	10.121
BANDHAN Equity Savings Fund - Regular Plan - Growth	31.792
BANDHAN Equity Savings Fund - Regular Plan - Monthly IDCW	11.081
BANDHAN Equity Savings Fund - Regular Plan -Annual IDCW	13.118
BANDHAN Equity Savings Fund -B-DIVIDEND	12.36084532
BANDHAN Equity Savings Fund -B-GROWTH	16.0114
BANDHAN Equity Savings Fund- Regular Plan -Quarterly IDCW	13.044
BANDHAN Equity Savings Fund-Direct Plan -Quarterly IDCW	13.589
BANDHAN Equity Savings Fund-Direct Plan-Annual IDCW	14.516
BANDHAN Equity Savings Fund-Direct Plan-Growth	35.402
BANDHAN Equity Savings Fund-Direct Plan-Monthly IDCW	11.740
Baroda BNP Paribas Equity Savings Fund - Direct Plan - Growth	18.3576
Baroda BNP Paribas Equity Savings Fund - Direct Plan - IDCW	14.7607
Baroda BNP Paribas Equity Savings Fund - Regular Plan - Growth	17.1376
Baroda BNP Paribas Equity Savings Fund - Regular Plan - IDCW	13.7828
DSP Equity Savings Fund - Direct Plan - Growth	24.998
DSP Equity Savings Fund - Direct Plan - IDCW	14.367
DSP Equity Savings Fund - Direct Plan - IDCW - Monthly	17.719
DSP Equity Savings Fund - Direct Plan - IDCW - Quarterly	17.633
DSP Equity Savings Fund - Regular Plan - Growth	22.23
DSP Equity Savings Fund - Regular Plan - IDCW	12.906
DSP Equity Savings Fund - Regular Plan - IDCW - Monthly	14.062
DSP Equity Savings Fund - Regular Plan - IDCW - Quarterly	14.061
Edelweiss Equity Savings Fund - Direct Plan - Bonus Option	28.8583
Edelweiss Equity Savings Fund - Direct Plan - Growth Option	28.8445
Edelweiss Equity Savings Fund - Direct Plan - IDCW Option	20.9676
Edelweiss Equity Savings Fund - Direct Plan - Monthly - IDCW Option	16.6394
Edelweiss Equity Savings Fund - Regular Plan - Bonus Option	23.6102
Edelweiss Equity Savings Fund - Regular Plan - Growth Option	26.0435
Edelweiss Equity Savings Fund - Regular Plan - IDCW Option	17.9997
Edelweiss Equity Savings Fund - Regular Plan - Monthly - IDCW Option	14.5992
Franklin India Equity Savings Fund - Direct - IDCW	14.9866
Franklin India Equity Savings Fund - Direct - Monthly - IDCW	14.0758
Franklin India Equity Savings Fund - Direct - Quarterly - IDCW	14.1663
Franklin India Equity Savings Fund - IDCW	13.7286
Franklin India Equity Savings Fund - Monthly - IDCW	13.4732
Franklin India Equity Savings Fund - Quarterly - IDCW	12.5679
Franklin India Equity Savings Fund- Growth	16.7505
Franklin India Equity Savings Fund- Growth Direct	18.3591
HDFC Equity Savings Fund - Growth Option - Direct Plan	76.025
HDFC Equity Savings Fund - GROWTH PLAN	67.692
HDFC Equity Savings Fund - IDCW Option - Direct Plan	15.633
HDFC Equity Savings Fund - IDCW PLAN	13.026
HSBC Equity Savings Fund - Direct Growth	38.6547
HSBC Equity Savings Fund - Direct Monthly IDCW	17.5468
HSBC Equity Savings Fund - Direct Quarterly IDCW	18.3156
HSBC Equity Savings Fund - Regular Growth	34.7443
HSBC Equity Savings Fund - Regular Monthly IDCW	15.4788
HSBC Equity Savings Fund - Regular Quarterly IDCW	16.5442
ICICI Prudential Equity Savings Fund - Cumulative option	23.19
ICICI Prudential Equity Savings Fund - Direct Plan - Cumulative option	24.93
ICICI Prudential Equity Savings Fund - Direct Plan - Half Yearly IDCW	15.60
ICICI Prudential Equity Savings Fund - Direct Plan - Monthly IDCW	14.38
ICICI Prudential Equity Savings Fund - Direct Plan - Quarterly IDCW	16.30
ICICI Prudential Equity Savings Fund - Half Yearly IDCW	14.35
ICICI Prudential Equity Savings Fund - Monthly IDCW	12.17
ICICI Prudential Equity Savings Fund - Quarterly IDCW	13.74
Invesco India Equity Savings Fund - Direct Plan - Growth	19.0574
Invesco India Equity Savings Fund - Direct Plan - IDCW (Payout / Reinvestment)	18.9775
Invesco India Equity Savings Fund - Regular Plan - Growth	17.038
Invesco India Equity Savings Fund - Regular Plan - IDCW (Payout / Reinvestment)	17.0365
Kotak Equity Savings Fund - Direct - Growth	30.0583
Kotak Equity Savings Fund - Direct - Monthly Payout of Income Distribution cum capital withdrawal option	21.579
Kotak Equity Savings Fund - Regular - Growth	27.2631
Kotak Equity Savings Fund - Regular - Monthly Payout of Income Distribution cum capital withdrawal option	19.961
LIC MF Equity Savings Fund-Direct Plan-Growth	32.0322
LIC MF Equity Savings Fund-Direct Plan-Monthly IDCW	21.6357
LIC MF Equity Savings Fund-Direct Plan-Quarterly IDCW	17.8441
LIC MF Equity Savings Fund-Regular Plan-Growth	28.277
LIC MF Equity Savings Fund-Regular Plan-Monthly IDCW	22.2784
LIC MF Equity Savings Fund-Regular Plan-Quarterly IDCW	21.0631
Mahindra Manulife Equity Savings Fund - Direct Plan -Growth	24.8610
Mahindra Manulife Equity Savings Fund - Regular Plan - Growth	21.1829
Mahindra Manulife Equity Savings Fund -Direct Plan -Quarterly IDCW	17.8301
Mahindra Manulife Equity Savings Fund -Regular Plan -Quarterly IDCW	14.5739
Mirae Asset Equity Savings Fund Direct IDCW	14.542
Mirae Asset Equity Savings Fund Regular IDCW	13.396
Mirae Asset Equity Savings Fund- Direct Plan- Growth	22.368
Mirae Asset Equity Savings Fund- Regular Plan- Growth	20.822
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - IDCW Option	0.0000
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - MONTHLY IDCW Option	0.0000
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option	0.0000
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - IDCW Option	15.5455
NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - MONTHLY IDCW Option	15.3213
NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - QUARTERLY IDCW Option	15.3065
NIPPON INDIA EQUITY SAVINGS FUND - IDCW Option	13.9732
NIPPON INDIA EQUITY SAVINGS FUND - MONTHLY IDCW Option	13.7832
NIPPON INDIA EQUITY SAVINGS FUND - QUARTERLY IDCW Option	13.7737
Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Bonus Option	0.6828
Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Growth Option	0.6828
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.5886
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option	0.5801
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.5795
Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Bonus Option	0.6520
Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Growth Option	0.6520
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.5586
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option	0.5509
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.5505
Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Bonus Option	0.0000
Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option	0.0000
Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Bonus Option	0.0000
Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Growth Option	0.0000
Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option	18.0340
Nippon India Equity Savings Fund- Direct Plan- Growth Plan-Growth Option	18.0340
Nippon India Equity Savings Fund- Growth Plan- Bonus Option	16.3113
Nippon India Equity Savings Fund- Growth Plan- Growth Option	16.3113
PGIM India Equity Savings Fund - Annual Dividend option	15.4476
PGIM India Equity Savings Fund - Direct Plan - Annual Dividend	16.4106
PGIM India Equity Savings Fund - Direct Plan - Growth	57.0844
PGIM India Equity Savings Fund - Direct Plan - Half yearly Dividend option	12.3735
PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend	13.9996
PGIM India Equity Savings Fund - Direct Plan - Quarterly Dividend	12.7923
PGIM India Equity Savings Fund - Direct Plan - Regular Dividend Option	12.1329
PGIM India Equity Savings Fund - Growth Option	50.2687
PGIM India Equity Savings Fund - Monthly Dividend option	12.7336
PGIM India Equity Savings Fund - Quarterly  Dividend	12.3639
PGIM India Equity Savings Fund - Regular Plan - Regular Dividend Option	12.1179
quant Equity Savings Fund - Growth Option - Direct Plan	10.2152
quant Equity Savings Fund - Growth Option - Regular Plan	10.1592
quant Equity Savings Fund - IDCW Option - Direct Plan	10.2092
quant Equity Savings Fund - IDCW Option - Regular Plan	10.159
SBI Equity Savings Fund - Direct Plan - Growth	27.0971
SBI Equity Savings Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	24.8033
SBI Equity Savings Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	25.6603
SBI Equity Savings Fund - Regular Plan - Growth	24.5270
SBI Equity Savings Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	22.7391
SBI Equity Savings Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	23.1932
Sundaram Equity Savings Fund (Formerly Known as  Principal Equity Savings Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW)	17.4213
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Direct Plan - Growth Option	84.3603
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Growth Option	72.2906
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Income Distribution CUM Capital Withdrawal (IDCW)	17.1160
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW)	24.9648
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Income Distribution CUM Capital Withdrawal (IDCW)	16.1517
Tata Equity Savings Fund -Regular Plan-Growth Option	56.3736
Tata Equity Savings Fund- Direct Plan- Growth Option	63.6709
Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option	27.0064
TATA Equity Savings Fund- Regular Plan -Monthly Payout of IDCW option	17.7527
Tata Equity Savings Fund-Direct Plan - Monthly Payout of IDCW Option	21.8348
Tata Equity Savings Fund-Direct Plan - Periodic Payout of IDCWS Option	31.1109
Union Equity Savings Fund - Direct Plan - Growth Option	17.88
Union Equity Savings Fund - Direct Plan - IDCW Option	17.88
Union Equity Savings Fund - Regular Plan - Growth Option	17.16
Union Equity Savings Fund - Regular Plan - IDCW Option	17.16
UTI Equity Savings Fund - Direct Plan - Growth Option	20.1164
UTI Equity Savings Fund - Direct Plan - IDCW	20.1164
UTI Equity Savings Fund - Direct Plan - Monthly IDCW	20.1175
UTI Equity Savings Fund - Direct Plan - Quarterly IDCW	20.1164
UTI Equity Savings Fund - Regular Plan - Growth Option	18.8459
UTI Equity Savings Fund - Regular Plan - IDCW	18.8459
UTI Equity Savings Fund - Regular Plan - Monthly IDCW	18.846
UTI Equity Savings Fund - Regular Plan - Quarterly IDCW	18.8459
WhiteOak Capital Equity Savings Fund Direct Plan Growth	11.369
WhiteOak Capital Equity Savings Fund Regular Plan Growth	11.251
360 ONE Multi Asset Allocation Fund - Direct Plan - Growth	11.0920
360 ONE Multi Asset Allocation Fund - Direct Plan - IDCW	11.0920
360 ONE Multi Asset Allocation Fund - Regular Plan - Growth	11.0470
360 ONE Multi Asset Allocation Fund - Regular Plan - IDCW	11.0470
Aditya Birla Sun Life Multi Asset Allocation Fund-Direct Growth	16.5048
Aditya Birla Sun Life Multi Asset Allocation Fund-Direct IDCW	15.3907
Aditya Birla Sun Life Multi Asset Allocation Fund-Regular Growth	15.8478
Aditya Birla Sun Life Multi Asset Allocation Fund-Regular IDCW	14.192
Axis Multi Asset Allocation Fund - Direct Plan - Growth Option	50.4996
Axis Multi Asset Allocation Fund - Direct Plan - Monthly IDCW	27.6295
Axis Multi Asset Allocation Fund - Regular Plan - Growth Option	43.3847
Axis Multi Asset Allocation Fund - Regular Plan - Monthly IDCW	20.2004
Bajaj Finserv Multi Asset Allocation Fund - Direct Growth	12.1763
Bajaj Finserv Multi Asset Allocation Fund - Direct IDCW	12.1763
Bajaj Finserv Multi Asset Allocation Fund - Regular Growth	11.9050
Bajaj Finserv Multi Asset Allocation Fund - Regular IDCW	11.9050
Bandhan Multi Asset Allocation Fund - Direct Plan - Growth	13.5334
Bandhan Multi Asset Allocation Fund - Direct Plan - IDCW	13.5334
Bandhan Multi Asset Allocation Fund - Regular Plan - Growth	13.1587
Bandhan Multi Asset Allocation Fund - Regular Plan - IDCW	13.1587
Bank of India Multi Asset Allocation Fund-Direct Plan-Growth	12.0962
Bank of India Multi Asset Allocation Fund-Direct Plan-IDCW	12.0945
Bank of India Multi Asset Allocation Fund-Regular Plan-Growth	11.8871
Bank of India Multi Asset Allocation Fund-Regular Plan-IDCW	11.8881
Baroda BNP Paribas Multi Asset Fund - Direct Plan - Growth Option	16.4402
Baroda BNP Paribas Multi Asset Fund - Direct Plan - IDCW Option	15.9729
Baroda BNP Paribas Multi Asset Fund - Regular Plan - Growth Option	15.7763
Baroda BNP Paribas Multi Asset Fund - Regular Plan - IDCW Option	15.0639
Canara Robeco Multi Asset Allocation Fund - Direct Plan - Growth	10.8000
Canara Robeco Multi Asset Allocation Fund - Direct Plan - IDCW	10.8100
Canara Robeco Multi Asset Allocation Fund - Regular Plan - Growth	10.7200
Canara Robeco Multi Asset Allocation Fund - Regular Plan - IDCW	10.7200
DSP Multi Asset Allocation Fund - Direct - Growth	15.4638
DSP Multi Asset Allocation Fund - Direct - IDCW	14.7344
